input,used_url,status,file,error
https://esb.airtel.in:443,https://esb.airtel.in:443,success,esb_airtel_in.png,
https://b2bblogassets.airtel.in:443,https://b2bblogassets.airtel.in:443,success,b2bblogassets_airtel_in.png,
https://esbint.airtel.in:443,https://esbint.airtel.in:443,success,esbint_airtel_in.png,
https://dlt.airtel.in:443,https://dlt.airtel.in:443,success,dlt_airtel_in.png,
https://erpsitdmz.airtel.in:443,https://erpsitdmz.airtel.in:443,success,erpsitdmz_airtel_in.png,
https://erpdmz.airtel.in:443,http://erpdmz.airtel.in:443,success,erpdmz_airtel_in.png,
https://digivoice.airtel.in:443,https://digivoice.airtel.in:443,success,digivoice_airtel_in.png,
https://es1.airtel.in:443,https://es1.airtel.in:443,success,es1_airtel_in.png,
http://airteluc2.airtel.in:80,http://airteluc2.airtel.in:80,success,airteluc2_airtel_in.png,
https://iqbot-webhook.airtel.in:443,https://iqbot-webhook.airtel.in:443,success,iqbot_webhook_airtel_in.png,
https://iotm2m.airtel.in:443,https://iotm2m.airtel.in:443,success,iotm2m_airtel_in.png,
https://iqsmsorc.airtel.in:443,https://iqsmsorc.airtel.in:443,success,iqsmsorc_airtel_in.png,
https://i.airtel.in:443,https://i.airtel.in:443,success,i_airtel_in.png,
https://enterprise.airtel.in:443,https://enterprise.airtel.in:443,success,enterprise_airtel_in.png,
https://lg.airtel.in:443,https://lg.airtel.in:443,success,lg_airtel_in.png,
https://m.airtel.in:443,https://m.airtel.in:443,success,m_airtel_in.png,
https://mrevenue.airtel.in:443,https://mrevenue.airtel.in:443,fail,,"Page.screenshot: Timeout 30000ms exceeded.
Call log:
  - taking page screenshot
  - waiting for fonts to load...
  - fonts loaded
"
https://iqmessaging.airtel.in:443,https://iqmessaging.airtel.in:443,success,iqmessaging_airtel_in.png,
https://mumbaispeedtest2.airtel.in:443,https://mumbaispeedtest2.airtel.in:443,success,mumbaispeedtest2_airtel_in.png,
https://nps.airtel.in:443,https://nps.airtel.in:443,success,nps_airtel_in.png,
https://mumbaispeedtest1.airtel.in:443,https://mumbaispeedtest1.airtel.in:443,success,mumbaispeedtest1_airtel_in.png,
https://north-auth.cloud.airtel.in:443,https://north-auth.cloud.airtel.in:443,success,north_auth_cloud_airtel_in.png,
https://openapi.airtel.in:443,https://openapi.airtel.in:443,success,openapi_airtel_in.png,
https://openapifiles.airtel.in:443,https://openapifiles.airtel.in:443,success,openapifiles_airtel_in.png,
https://partners.airtel.in:443,https://partners.airtel.in:443,success,partners_airtel_in.png,
https://partners-uat.airtel.in:443,https://partners-uat.airtel.in:443,success,partners_uat_airtel_in.png,
https://revenue.airtel.in:443,https://revenue.airtel.in:443,success,revenue_airtel_in.png,
https://psatest.airtel.in:443,https://psatest.airtel.in:443,success,psatest_airtel_in.png,
https://securitybugs.airtel.in:443,https://securitybugs.airtel.in:443,success,securitybugs_airtel_in.png,
https://portal.dashboard.airtel-advantage.airtel.in:443,https://portal.dashboard.airtel-advantage.airtel.in:443,success,portal_dashboard_airtel_advantage_airtel_in.png,
https://sentry.airtel.in:443,https://sentry.airtel.in:443,success,sentry_airtel_in.png,
https://opennetwork.airtel.in:443,https://opennetwork.airtel.in:443,success,opennetwork_airtel_in.png,
https://smdp.airtel.in:443,https://smdp.airtel.in:443,success,smdp_airtel_in.png,
https://telemediacpportal.airtel.in:443,https://telemediacpportal.airtel.in:443,success,telemediacpportal_airtel_in.png,
https://tracemateplus.airtel.in:443,https://tracemateplus.airtel.in:443,success,tracemateplus_airtel_in.png,
https://traispeedban1.myspeed.tsp.airtel.in:443,https://traispeedban1.myspeed.tsp.airtel.in:443,success,traispeedban1_myspeed_tsp_airtel_in.png,
https://traispeedbbs1.myspeed.tsp.airtel.in:443,https://traispeedbbs1.myspeed.tsp.airtel.in:443,success,traispeedbbs1_myspeed_tsp_airtel_in.png,
https://traispeedbha1.myspeed.tsp.airtel.in:443,https://traispeedbha1.myspeed.tsp.airtel.in:443,success,traispeedbha1_myspeed_tsp_airtel_in.png,
https://traispeedchn1.myspeed.tsp.airtel.in:443,https://traispeedchn1.myspeed.tsp.airtel.in:443,success,traispeedchn1_myspeed_tsp_airtel_in.png,
https://speedtestggn1.airtel.in:443,https://speedtestggn1.airtel.in:443,success,speedtestggn1_airtel_in.png,
https://paydigi.airtel.in:443,https://paydigi.airtel.in:443,success,paydigi_airtel_in.png,
https://traispeedchndc1.myspeed.tsp.airtel.in:443,https://traispeedchndc1.myspeed.tsp.airtel.in:443,success,traispeedchndc1_myspeed_tsp_airtel_in.png,
https://traispeedcgr1.myspeed.tsp.airtel.in:443,https://traispeedcgr1.myspeed.tsp.airtel.in:443,success,traispeedcgr1_myspeed_tsp_airtel_in.png,
https://traispeedchv1.myspeed.tsp.airtel.in:443,https://traispeedchv1.myspeed.tsp.airtel.in:443,success,traispeedchv1_myspeed_tsp_airtel_in.png,
https://traispeedjai1.myspeed.tsp.airtel.in:443,https://traispeedjai1.myspeed.tsp.airtel.in:443,success,traispeedjai1_myspeed_tsp_airtel_in.png,
https://traispeedgov1.myspeed.tsp.airtel.in:443,https://traispeedgov1.myspeed.tsp.airtel.in:443,success,traispeedgov1_myspeed_tsp_airtel_in.png,
https://traispeedjbl1.myspeed.tsp.airtel.in:443,https://traispeedjbl1.myspeed.tsp.airtel.in:443,success,traispeedjbl1_myspeed_tsp_airtel_in.png,
https://speedtestmum1.airtel.in:443,https://speedtestmum1.airtel.in:443,success,speedtestmum1_airtel_in.png,
https://traispeedjor1.myspeed.tsp.airtel.in:443,https://traispeedjor1.myspeed.tsp.airtel.in:443,success,traispeedjor1_myspeed_tsp_airtel_in.png,
https://traispeedkrd1.myspeed.tsp.airtel.in:443,https://traispeedkrd1.myspeed.tsp.airtel.in:443,success,traispeedkrd1_myspeed_tsp_airtel_in.png,
https://traispeedjpr1.myspeed.tsp.airtel.in:443,https://traispeedjpr1.myspeed.tsp.airtel.in:443,success,traispeedjpr1_myspeed_tsp_airtel_in.png,
https://traispeedkgp1.myspeed.tsp.airtel.in:443,https://traispeedkgp1.myspeed.tsp.airtel.in:443,success,traispeedkgp1_myspeed_tsp_airtel_in.png,
https://traispeedkol1.myspeed.tsp.airtel.in:443,https://traispeedkol1.myspeed.tsp.airtel.in:443,success,traispeedkol1_myspeed_tsp_airtel_in.png,
https://traispeedlud1.myspeed.tsp.airtel.in:443,https://traispeedlud1.myspeed.tsp.airtel.in:443,success,traispeedlud1_myspeed_tsp_airtel_in.png,
https://traispeedplc1.myspeed.tsp.airtel.in:443,https://traispeedplc1.myspeed.tsp.airtel.in:443,success,traispeedplc1_myspeed_tsp_airtel_in.png,
https://traispeedngp1.myspeed.tsp.airtel.in:443,https://traispeedngp1.myspeed.tsp.airtel.in:443,success,traispeedngp1_myspeed_tsp_airtel_in.png,
https://traispeedmrt1.myspeed.tsp.airtel.in:443,https://traispeedmrt1.myspeed.tsp.airtel.in:443,success,traispeedmrt1_myspeed_tsp_airtel_in.png,
https://traispeedmoh1.myspeed.tsp.airtel.in:443,https://traispeedmoh1.myspeed.tsp.airtel.in:443,success,traispeedmoh1_myspeed_tsp_airtel_in.png,
https://traispeedptn1.myspeed.tsp.airtel.in:443,https://traispeedptn1.myspeed.tsp.airtel.in:443,success,traispeedptn1_myspeed_tsp_airtel_in.png,
https://traispeedrch1.myspeed.tsp.airtel.in:443,https://traispeedrch1.myspeed.tsp.airtel.in:443,success,traispeedrch1_myspeed_tsp_airtel_in.png,
https://traispeedsan1.myspeed.tsp.airtel.in:443,https://traispeedsan1.myspeed.tsp.airtel.in:443,success,traispeedsan1_myspeed_tsp_airtel_in.png,
https://traispeedrai1.myspeed.tsp.airtel.in:443,https://traispeedrai1.myspeed.tsp.airtel.in:443,success,traispeedrai1_myspeed_tsp_airtel_in.png,
https://traispeedrkt1.myspeed.tsp.airtel.in:443,https://traispeedrkt1.myspeed.tsp.airtel.in:443,success,traispeedrkt1_myspeed_tsp_airtel_in.png,
https://traispeedwfd1.myspeed.tsp.airtel.in:443,https://traispeedwfd1.myspeed.tsp.airtel.in:443,success,traispeedwfd1_myspeed_tsp_airtel_in.png,
https://traispeedupl1.myspeed.tsp.airtel.in:443,https://traispeedupl1.myspeed.tsp.airtel.in:443,success,traispeedupl1_myspeed_tsp_airtel_in.png,
https://traispeedsaha1.myspeed.tsp.airtel.in:443,https://traispeedsaha1.myspeed.tsp.airtel.in:443,success,traispeedsaha1_myspeed_tsp_airtel_in.png,
https://traispeedsur1.myspeed.tsp.airtel.in:443,https://traispeedsur1.myspeed.tsp.airtel.in:443,success,traispeedsur1_myspeed_tsp_airtel_in.png,
https://traispeedtar1.myspeed.tsp.airtel.in:443,https://traispeedtar1.myspeed.tsp.airtel.in:443,success,traispeedtar1_myspeed_tsp_airtel_in.png,
https://traispeedvjw1.myspeed.tsp.airtel.in:443,https://traispeedvjw1.myspeed.tsp.airtel.in:443,success,traispeedvjw1_myspeed_tsp_airtel_in.png,
https://u.airtel.in:443,https://u.airtel.in:443,success,u_airtel_in.png,
https://traispeedgmt1.myspeed.tsp.airtel.in:443,https://traispeedgmt1.myspeed.tsp.airtel.in:443,success,traispeedgmt1_myspeed_tsp_airtel_in.png,
https://traispeedjdh1.myspeed.tsp.airtel.in:443,https://traispeedjdh1.myspeed.tsp.airtel.in:443,success,traispeedjdh1_myspeed_tsp_airtel_in.png,
https://www.airtel.in:443,https://www.airtel.in:443,success,www_airtel_in.png,
https://traispeedman1.myspeed.tsp.airtel.in:443,https://traispeedman1.myspeed.tsp.airtel.in:443,success,traispeedman1_myspeed_tsp_airtel_in.png,
http://nullcon-securitybugs.airtel.in:80,http://nullcon-securitybugs.airtel.in:80,fail,,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://nullcon-securitybugs.airtel.in:80/
Call log:
  - navigating to ""https://nullcon-securitybugs.airtel.in:80/"", waiting until ""load""
"
https://s.rawat@airtel.in:443,https://s.rawat@airtel.in:443,success,airtel_in_156419.png,
https://www.digimate.airtel.in:443,https://www.digimate.airtel.in:443,success,www_digimate_airtel_in.png,
https://traispeedap1.myspeed.tsp.airtel.in:443,https://traispeedap1.myspeed.tsp.airtel.in:443,success,traispeedap1_myspeed_tsp_airtel_in.png,
http://scansuite.airtel.in:80,http://scansuite.airtel.in:80,fail,,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://scansuite.airtel.in:80/
Call log:
  - navigating to ""https://scansuite.airtel.in:80/"", waiting until ""load""
"
http://speedtestchd1.airtel.in:80,http://speedtestchd1.airtel.in:80,fail,,"Page.goto: net::ERR_CONNECTION_CLOSED at https://speedtestchd1.airtel.in:80/
Call log:
  - navigating to ""https://speedtestchd1.airtel.in:80/"", waiting until ""load""
"
https://www.lg.airtel.in:443,https://www.lg.airtel.in:443,success,www_lg_airtel_in.png,
https://www.openapi.airtel.in:443,https://www.openapi.airtel.in:443,success,www_openapi_airtel_in.png,
https://www.iqsmsorc.airtel.in:443,https://www.iqsmsorc.airtel.in:443,success,www_iqsmsorc_airtel_in.png,
https://www.digivoice.airtel.in:443,https://www.digivoice.airtel.in:443,success,www_digivoice_airtel_in.png,
https://traispeedmum1.myspeed.tsp.airtel.in:443,https://traispeedmum1.myspeed.tsp.airtel.in:443,success,traispeedmum1_myspeed_tsp_airtel_in.png,
https://www.tracemateplus.airtel.in:443,https://www.tracemateplus.airtel.in:443,success,www_tracemateplus_airtel_in.png,
https://zapi.airtel.in:443,https://zapi.airtel.in:443,success,zapi_airtel_in.png,
https://xsafeassets.airtel.in:443,https://xsafeassets.airtel.in:443,success,xsafeassets_airtel_in.png,
